"account"|"year"|"month"|"posemo"|"negemo"
"feusach"|"2011"|"1"|"NA"|"NA"
"feusach"|"2011"|"2"|"NA"|"NA"
"feusach"|"2011"|"3"|"NA"|"NA"
"feusach"|"2011"|"4"|"NA"|"NA"
"feusach"|"2011"|"5"|"NA"|"NA"
"feusach"|"2011"|"6"|"NA"|"NA"
"feusach"|"2011"|"7"|"NA"|"NA"
"feusach"|"2011"|"8"|"1.75"|"-1.9375"
"feusach"|"2011"|"9"|"2.0"|"-2.0"
"feusach"|"2011"|"10"|"1.6153846"|"-1.0769231"
"feusach"|"2011"|"11"|"1.1666666"|"-1.0"
"feusach"|"2011"|"12"|"1.3333334"|"-2.0"
